Vendor_ID,Vendor_Name,Country,Tax_ID,Bank_Account,Email,Phone,Address,Payment_Terms,Category,Active_Flag
V2233, EverClean Facility Management ,MY,MY-8080359881,,billing@everclean.facility.manag.bizmail.co,+60 14-692 9918,"97, Jalan Setia, Johor Bahru",Net 45,Maintenance / Repairs,Y
V2329,Skyline Telecom Services,MY,MY-5277072865,,,+60 10-515 2936,,,Utilities,Y
V2030,silverline security services,MY,MY-3294043548,720644-82-795205,,+60 12-987 8564,,NET-45,Utility,Y
V2243,Crescent Media House,MY,MY-7418263314,,billing@crescent.media.house.bizmail.co,+60 19-622 9451,"158, Jalan Kenanga, Cyberjaya",NET 30,Marketing / Advertising,Y
V2167,Peninsula Printing & Stationery,MY,MY-6696207128,344959-19-312559,,+60 11-259 2731,,COD,Prof Services,Y
V2188,EverClean Facility Management,MY,MY-5381866906,417776-49-393964,billing@everclean.facility.manag.example.com,+60 13-237 5923,"114, Jalan Melur, Petaling Jaya",Immediate,Maintenance / Repairs,Y
V2340,SilverLine Security Services,MY,,358635-41-443194,billing@silverline.security.serv.vendor-mail.com,+60 19-252 1083,"12, Jalan Meranti, Johor Bahru",,Office supply,N
V2324,cloudnine software pte ltd,SG,SG-47216895,501393-59-448813,billing@cloudnine.software.pte.l.bizmail.co,+65 7084 3915,"126, Jalan Kenanga, George Town",Immediate,Software,Y
V2130,Zenith  Catering,MY,MY-3044426338,836986-31-186702,billing@zenith.catering.finance-vendors.net,+60 15-679 2562,"11, Jalan Kenanga, Shah Alam",COD,Other / Unclear,Y
V2467, Crescent Media House ,MY,MY-2411712184,,billing@crescent.media.house.example.com,+60 16-763 5726,"59, Jalan Setia, Petaling Jaya",Net 45,Marketing / Advertising,Y
V2043,NorthStar Logistics,MY,,,billing@northstar.logistics.vendor-mail.com,,,NET-45,Marketing,N
V2345, RapidFix IT Services ,MY,MY-5822000305,811257-78-406461,billing@rapidfix.it.services.bizmail.co,+60 11-292 8501,,Immediate,Software,Y
